exam_type,category,prompt,choice1,choice2,choice3,choice4,correct_answer,model_answer,key_points,explanation,difficulty,image_url,tags,source,source_year,reference_text,code_snippet,code_language,image_urls,certificate_id
WRITTEN_CBT,데이터베이스 구축,관계대수에 대한 설명으로 옳은 내용 모두를 나열한 것은?,원하는 릴레이션을 정의하는 방법을 제공하며 비절차적 언어이다.,릴레이션 릴레이션이다.,일반 집합 조작을 위한 연산의 집합으로 피연산자와 결 과가 모두 연산과 순수 관계 연산으로 구분된다.,질의에 대한 해를 구하기 위해 수행해야 할 연산의 순 서를 명시한다.,1,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 2회 1번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,뷰(VIEW)에 대한 설명 중 옳지 않은 내용으로만 나열된 것은?,뷰 위에 또 다른 뷰를 정의할 수 있다.,DBA는 보안 측면에서 뷰를 활용할 수 있다.,뷰의 정의는 ALTER문을 이용하여 변경할 수 없다.,"SQL을 사용하면 뷰에 대한 삽입, 갱신, 삭제 연산 시 제 약 사항이 따르지 않는다.",3,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 2회 14번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,릴레이션의 특징으로 옳은 내용 모두를 나열한 것은?,모든 튜플은 서로 다른 값을 갖는다.,각 속성은 릴레이션 내에서 유일한 이름을 가진다.,하나의 릴레이션에서 튜플의 순서는 존재한다.,모든 속성 값을 원자 값이다.,2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 2회 19번,2011,,,,,information-processing-engineer
WRITTEN_CBT,소프트웨어 개발,블랙 박스 검사 기법에 해당하는 것으로만 짝지어진 것은?,데이터 흐름 검사,루프 검사,동치 분할 검사,경계값 분석 ⑤ 원인 효과 그래픽 기법 ⑥ 비교 검사,4,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|소프트웨어 개발,정보처리기사 2011년 2회 65번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,다음 트리를 후위 순회한 결과는?,+ * A B / * C D E,A B / C * D * E +,A / B * C * D + E,+ * * / A B C D E,2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 1번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,DBMS의 필수기능 중 정의기능이 갖추어야 할 요건에 해당하는 것은?,"데이터베이스를 접근하는 갱신, 삽입, 삭제 작업이 정확하게 수행되게 해야 한다.","데이터와 데이터의 관계를 명확하게 명세할 수 있어야 하며, 원하는 데이터 연산은 무엇이든 명세할 수 있어야 한다.",정당한 사용자가 허가된 데이터만 접근할 수 있도록 보안을 유지하여야 한다.,여러 사용자가 데이터베이스를 동시에 접근하여 처리할 때 데이터베이스와 처리 결과가 항상 정확성을 유지하도록 병행 제어를 할 수 있어야 한다.,2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 2번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,병행제어 기법 중 로킹에 대한 설명으로 옳지 않은 것은?,로킹의 대상이 되는 개체의 크기를 로킹 단위라고 한다.,파일은 로킹 단위가 될 수 있지만 레코드는 로킹 단위가 될 수 없다.,로킹의 단위가 작아지면 로킹 오버헤드가 증가한다.,로킹의 단위가 커지면 데이터베이스 공유도가 저하한다.,2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 3번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,데이터베이스의 물리적 설계 옵션 선택 시 고려사항으로 거리가 먼 것은?,스키마의 평가,응답시간,저장 공간의 효율화,트랜잭션 처리도(throughput),1,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 4번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,"SQL의 명령은 사용 용도에 따라 DDL, DML, DCL로 구분할 수 있다. 다음 명령 중 그 성격이 나머지 셋과 다른 것은?",CREATE,ALTER,SELECT,DROP,3,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 5번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,뷰(View)에 대한 설명으로 옳지 않은 것은?,뷰는 CREATE VIEW 명령을 사용하여 정의한다.,뷰의 정의는 ALTER VIEW 문을 사용하여 변경할 수 있다.,하나의 뷰를 삭제하면 그 뷰를 기초로 정의된 다른 뷰도 자동 으로 삭제된다.,뷰를 제거할 때는 DROP 문을 사용한다.,2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 6번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,데이터베이스 보안에 대한 설명으로 옳지 않은 것은?,보안을 위한 데이터 단위는 테이블 전체로부터 특정 테이블의 특정한 행과 열 위치에 있는 특정한 데이터에 이르기까지 다 양하다.,각 사용자들은 일반적으로 서로 다른 객체에 대하여 다른 접 근권리 또는 권한을 갖게 된다.,불법적인 데이터의 접근으로부터 데이터베이스를 보호하는 것이다.,보안을 위한 사용자들의 권한부여는 관리자의 정책결정보다 는 DBMS가 자체 결정하여 제공한다.,4,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 7번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,관계대수에 대한 설명으로 옳지 않은 것은?,원하는 릴레이션을 정의하는 방법을 제공하며 비절차적 언어 이다.,릴레이션 조작을 위한 연산의 집합으로 피연산자와 결과가 모두 릴레이션이다.,일반 집합 연산과 순수 관계 연산으로 구분된다.,질의에 대한 해를 구하기 위해 수행해야 할 연산의 순서를 명시한다.,1,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 8번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,릴레이션의 특징으로 옳지 않은 것은?,모든 튜플은 서로 다른 값을 갖는다.,속성은 더 이상 쪼갤 수 없는 원자 값을 저장해서는 안된다.,각 속성은 릴레이션 내에서 유일한 이름을 가진다.,한 릴레이션에 포함된 튜플 사이에는 순서가 없다.,2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 9번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,다음 초기 자료에 대하여 Selection Sort를 이용하여 오름차순 정렬할 경우 2회전 후의 결과는?,"3, 8, 4, 9, 7","3, 4, 8, 9, 7","3, 4. 7, 9, 8","3, 4, 7, 8, 9",2,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 10번,2011,,,,,information-processing-engineer
WRITTEN_CBT,데이터베이스 구축,What is the degree of a relation?,the number of occurrences n of its relation schema,the number of tables n of its realtion schema,the number of attributes n of its relation schema,the number of key n of its relation schema 정보처리기사 B형 3회,3,,,,medium,,정보처리기사|필기|기출|개편 전 현행범위 선별|데이터베이스 구축,정보처리기사 2011년 3회 11번,2011,,,,,information-processing-engineer
